loja,sku,titulo,fabricante,categoria,disponibilidade,preco,url,fabricante_original,peso_g,unidade_peso_extraida,unidades,categoria_quantidade,faixa_peso,preco_por_100g,preco_por_500g,preco_por_unidade
St Marche,20078168,Café Nescafé Chapada Diamantina 250g,St. Marche,Café,Disponivel,37.59,https://marche.com.br/collections/mercearia/products/cafe-nescafe-chapada-diamantina-250g?store_id=66677604431,St. Marche,250.0,g,,peso,101g_250g,15.04,75.18,
St Marche,20081647,Cápsulas de Café Nescafé Mix com Caneca 40 unidades,St. Marche,Café,Disponivel,107.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-nescafe-mix-com-caneca-40-unidades?store_id=66677604431,St. Marche,,,40.0,unidades,sem_peso,,,2.7
St Marche,20078480,Cápsulas de Café Nescafé Africas 18 Unidades,St. Marche,Café,Disponivel,43.19,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-nescafe-africas-18-unidades?store_id=66677604431,St. Marche,,,18.0,unidades,sem_peso,,,2.4
St Marche,20076315,Cápsulas de Café Villa Piva Polinizado Com 10 Unidades,Villa Piva,Café,Disponivel,43.19,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-villa-piva-polinizado-com-10-unidades?store_id=66677604431,Villa Piva,,,10.0,unidades,sem_peso,,,4.32
St Marche,20081837,Café Latitude 13 Castas Torrado e Moído 250g,St. Marche,Café,Disponivel,40.99,https://marche.com.br/collections/mercearia/products/cafe-latitude-13-castas-torrado-e-moido-250g?store_id=66677604431,St. Marche,250.0,g,,peso,101g_250g,16.4,81.98,
St Marche,20075808,Café 3 Corações em Cápsulas Napolitano 8 Unidades,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/cafe-3-coracoes-em-capsulas-napolitano-8-unidades?store_id=66677604431,3 Corações,,,8.0,unidades,sem_peso,,,3.36
St Marche,20075961,Café 3 Corações Solúvel 1957 100g,3 Corações,Café,Disponivel,38.9,https://marche.com.br/collections/mercearia/products/cafe-3-coracoes-soluvel-1957-100g?store_id=66677604431,3 Corações,100.0,g,,peso,ate_100g,38.9,194.5,
St Marche,20073304,Cappuccino Vegetal 3 Corações 140g,3 Corações,Café,Disponivel,27.9,https://marche.com.br/collections/mercearia/products/cappuccino-vegetal-3-coracoes-140g?store_id=66677604431,3 Corações,140.0,g,,peso,101g_250g,19.93,99.64,
St Marche,20077881,Cápsulas de Café União Decaffeinato 10 Unidades,St. Marche,Café,Disponivel,28.49,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-uniao-decaffeinato-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,2.85
St Marche,20073897,"Cappuccino Lor Caramelo Sachê 20,3g",L'OR,Café,Disponivel,2.99,https://marche.com.br/collections/mercearia/products/cappuccino-lor-caramelo-8-unidades-162-4g?store_id=66677604431,Lor,20.3,g,,peso,ate_100g,14.73,73.65,
St Marche,20030774,Café Bravo Tenor Em Grãos 1kg,St. Marche,Café,Disponivel,95.8,https://marche.com.br/collections/mercearia/products/cafe-bravo-tenor-grao-1kg?store_id=66677604431,St. Marche,1000.0,kg,,peso,501g_1kg,9.58,47.9,
St Marche,20058794,Cápsula de Café 3 CORAÇÕES Nespresso Cerrado Mineiro 50g,3 Corações,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-3-coracoes-nespresso-cerrado-mineiro-50g?store_id=66677604431,3 Corações,50.0,g,,peso,ate_100g,49.98,249.9,
St Marche,20073956,Café Illy em Pó Moído Intenso Moka 125g,Illy,Café,Disponivel,24.98,https://marche.com.br/collections/mercearia/products/cafe-illy-em-po-moido-intenso-moka-125g?store_id=66677604431,Illy,125.0,g,,peso,101g_250g,19.98,99.92,
St Marche,20025170,"Cápsula de Café Filtrado Tradicional, TRES, 3 CORAÇÕES 10 Unidades",3 Corações,Café,Disponivel,17.93,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-filtrado-tradicional-tres-3-coracoes-10-unidades?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,1.79
St Marche,20081843,Café Latitude 13 Chapada Diamantina Torrado e Moído 250g,St. Marche,Café,Disponivel,40.99,https://marche.com.br/collections/mercearia/products/cafe-latitude-13-chapada-diamantina-torrado-e-moido-250g?store_id=66677604431,St. Marche,250.0,g,,peso,101g_250g,16.4,81.98,
St Marche,20064637,Cápsula Dolce Gusto Cappuccino Doce de Leite Com 10 Unidades 170g,Dolce Gusto,Café,Disponivel,31.99,https://marche.com.br/collections/mercearia/products/capsula-dolce-gusto-cappuccino-doce-de-leite-com-10-unidades-170g?store_id=66677604431,Dolce Gusto,170.0,g,10.0,peso,101g_250g,18.82,94.09,3.2
St Marche,20075976,Cápsulas de Café 3 Corações Máximo Especiais Com 10 Unidades,3 Corações,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-3-coracoes-maximo-especiais-com-10-unidades?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.5
St Marche,20041379,Café Espresso Nespresso Pike Place STARBUCKS 53g,Starbucks,Café,Disponivel,32.99,https://marche.com.br/collections/mercearia/products/cafe-espresso-nespresso-pike-place-starbucks-53g?store_id=66677604431,Starbucks,53.0,g,,peso,ate_100g,62.25,311.23,
St Marche,20052198,Café em Cápsula Torrado e Moído Forte Espresso Illy Caixa 57g 10 Unidades,Illy,Café,Disponivel,29.9,https://marche.com.br/collections/mercearia/products/cafe-em-capsula-torrado-e-moido-forte-espresso-illy-caixa-57g-10-unidades?store_id=66677604431,Illy,57.0,g,10.0,peso,ate_100g,52.46,262.28,2.99
St Marche,20007784,Cápsula de Café Clássico BAGGIO Com 10 Cápsulas,Baggio,Café,Disponivel,29.49,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-classico-baggio-com-10-capsulas?store_id=66677604431,Baggio,,,10.0,unidades,sem_peso,,,2.95
St Marche,20069976,Café Solúvel em Pó Espresso Suave Nescafé Gold Sachê 40g,Nescafé,Café,Disponivel,14.49,https://marche.com.br/collections/mercearia/products/cafe-soluvel-em-po-espresso-suave-nescafe-gold-sache-40g?store_id=66677604431,Nescafé,40.0,g,,peso,ate_100g,36.22,181.12,
St Marche,20081998,Café Bravo Premium Grãos 500g,St. Marche,Café,Disponivel,45.5,https://marche.com.br/collections/mercearia/products/cafe-bravo-premium-graos-500g?store_id=66677604431,St. Marche,500.0,g,,peso,251g_500g,9.1,45.5,
St Marche,20030938,Cápsulas de Café Com Leite Cappuccino 3 CORAÇÕES Com 10 Cápsulas,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-com-leite-cappuccino-3-coracoes-com-10-capsulas?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.69
St Marche,20083638,Café Cafellow Sachê Determinado 10 Unidades,St. Marche,Café,Disponivel,49.9,https://marche.com.br/collections/mercearia/products/cafe-cafellow-sache-determinado-10un?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,4.99
St Marche,20031050,Cápsula de Café Espresso Atento 3 CORAÇÕES 10 Cápsulas,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-espresso-atento-3-coracoes-10-capsulas?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.69
St Marche,20064641,Cápsula Dolce Gusto Lungo Com 10 Unidades 70g,Dolce Gusto,Café,Disponivel,25.99,https://marche.com.br/collections/mercearia/products/capsula-dolce-gusto-lungo-com-10-unidades-70g?store_id=66677604431,Dolce Gusto,70.0,g,10.0,peso,ate_100g,37.13,185.64,2.6
St Marche,20063561,Cápssulas 3 Corações Portinari Coado Com 8 Unidades,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capssulas-3-coracoes-portinari-coado-com-8-unidades?store_id=66677604431,3 Corações,,,8.0,unidades,sem_peso,,,3.36
St Marche,20030773,Café Solúvel NESCAFÉ Original Extraforte 100g,Nescafé,Café,Disponivel,33.99,https://marche.com.br/collections/mercearia/products/cafe-soluvel-nescafe-original-extraforte-100g?store_id=66677604431,Nescafé,100.0,g,,peso,ate_100g,33.99,169.95,
St Marche,20076309,Café Villa Piva Torrado e Moído Especial 25g,Villa Piva,Café,Disponivel,38.69,https://marche.com.br/collections/mercearia/products/cafe-villa-piva-torrado-e-moido-especial-25g?store_id=66677604431,Villa Piva,25.0,g,,peso,ate_100g,154.76,773.8,
St Marche,20025174,"Cápsula de Café Espresso Decaf, TRES, 3 CORAÇÕES 10 unidades",3 Corações,Café,Disponivel,17.93,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-espresso-decaf-tres-3-coracoes-10-unidades?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,1.79
St Marche,20031288,Cápsulas Café L'OR Onyx 10 Unidades,L'OR,Café,Disponivel,30.99,https://marche.com.br/collections/mercearia/products/capsulas-cafe-lor-onyx-10-unidades?store_id=66677604431,Lor,,,10.0,unidades,sem_peso,,,3.1
St Marche,20025172,Café 3 CORAÇÕES Cápsulas Espresso Supremo Com 10 Cápsulas,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/cafe-3-coracoes-capsulas-espresso-supremo-com-10-capsulas?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.69
St Marche,20078058,Cápsulas de Café Pilão Arábica Clássico Com 10 Unidades,St. Marche,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-pilao-arabica-classico-com-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,2.5
St Marche,20063560,Cápsulas 3 Corações Café Portinari Com 8 Unidades,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsulas-3-coracoes-cafe-portinari-com-8-unidades?store_id=66677604431,3 Corações,,,8.0,unidades,sem_peso,,,3.36
St Marche,20054993,Café em Cápsula L'or Torrado e Moído Espresso Último 52g 10 Unidades,L'OR,Café,Disponivel,30.99,https://marche.com.br/collections/mercearia/products/capsulas-lor-ultimo-intensity-com-10-capsulas?store_id=66677604431,Lor,52.0,g,10.0,peso,ate_100g,59.6,297.98,3.1
St Marche,20078209,Cápsulas de Café Orfeu Nespresso Forte 10 Unidades,St. Marche,Café,Disponivel,29.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-orfeu-nespresso-forte-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,3.0
St Marche,20026068,Cappuccino Pote Classic 3 CORAÇÕES 200g,3 Corações,Café,Disponivel,23.98,https://marche.com.br/collections/mercearia/products/cappuccino-pote-classic-3-coracoes-200g?store_id=66677604431,3 Corações,200.0,g,,peso,101g_250g,11.99,59.95,
St Marche,20029596,Café Premium Vácuo 3 CORAÇÕES 500g,3 Corações,Café,Disponivel,45.49,https://marche.com.br/collections/mercearia/products/cafe-premium-vacuo-3-coracoes-500g?store_id=66677604431,3 Corações,500.0,g,,peso,251g_500g,9.1,45.49,
St Marche,20068533,Café Solúvel Lor Liofilizado Classique 84g,L'OR,Café,Disponivel,37.99,https://marche.com.br/collections/mercearia/products/cafe-soluvel-lor-liofilizado-classique-84g?store_id=66677604431,Lor,84.0,g,,peso,ate_100g,45.23,226.13,
St Marche,20061980,Café Torrado e Moído 3 CORAÇÕES Estrada Real Premium Pacote 500g,3 Corações,Café,Disponivel,45.49,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-3-coracoes-estrada-real-premium-pacote-500g?store_id=66677604431,3 Corações,500.0,g,,peso,251g_500g,9.1,45.49,
St Marche,20078163,Cápsulas Nescafé Kopenhagen Língua de Gato Com 10 Unidades,St. Marche,Café,Disponivel,31.99,https://marche.com.br/collections/mercearia/products/capsulas-nescafe-kopenhagen-lingua-de-gato-com-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,3.2
St Marche,20047779,Cápsula de Café BAGGIO Chocolate Com Avelã Com 10 Cápsulas 50g,Baggio,Café,Disponivel,29.49,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-baggio-chocolate-com-avela-com-10-capsulas-50g?store_id=66677604431,Baggio,50.0,g,10.0,peso,ate_100g,58.98,294.9,2.95
St Marche,20082793,Café Nescafé Gold Solúvel 5 Liofilizado 40g,St. Marche,Café,Disponivel,11.9,https://marche.com.br/collections/mercearia/products/cafe-nescafe-gold-inst-5-liofilizado-40g?store_id=66677604431,St. Marche,40.0,g,,peso,ate_100g,29.75,148.75,
St Marche,20061981,Café Torrado e Moído 3 CORAÇÕES Dark Roast Gourmet Pacote 250g,3 Corações,Café,Disponivel,35.99,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-3-coracoes-dark-roast-gourmet-pacote-250g?store_id=66677604431,3 Corações,250.0,g,,peso,101g_250g,14.4,71.98,
St Marche,20041429,Café Solúvel NESCAFÉ Matinal Suave 160g,Nescafé,Café,Disponivel,43.9,https://marche.com.br/collections/mercearia/products/cafe-soluvel-nescafe-matinal-suave-160g?store_id=66677604431,Nescafé,160.0,g,,peso,101g_250g,27.44,137.19,
St Marche,20080999,Café Bravo Premium Torrado e Moído Clara 500g,St. Marche,Café,Disponivel,31.9,https://marche.com.br/collections/mercearia/products/cafe-bravo-premium-torrado-e-moido-clara-500g?store_id=66677604431,St. Marche,500.0,g,,peso,251g_500g,6.38,31.9,
St Marche,20081000,Café Bravo Premium Torrado e Moído 250g,St. Marche,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/cafe-bravo-premium-torrado-e-moido-250g?store_id=66677604431,St. Marche,250.0,g,,peso,101g_250g,10.76,53.8,
St Marche,20023026,Cápsulas de Café ORFEU Clássico com 10 Unidades 50g,Orfeu,Café,Disponivel,32.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-orfeu-classico-com-10-unidades-50g?store_id=66677604431,Orfeu,50.0,g,10.0,peso,ate_100g,65.98,329.9,3.3
St Marche,20023082,Cápsulas de Café ORFEU Intenso com 10 Unidades 50g,Orfeu,Café,Disponivel,32.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-orfeu-intenso-com-10-unidades-50g?store_id=66677604431,Orfeu,50.0,g,10.0,peso,ate_100g,65.98,329.9,3.3
St Marche,20078162,Cápsulas de Café Nescafé Gold Expresso Com 10 Unidades,St. Marche,Café,Disponivel,31.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-nescafe-gold-expresso-com-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,3.2
St Marche,20030343,Café Pilão Torrado E Moído Tradicional Abre&Fecha 500g,Pilão,Café,Disponivel,36.99,https://marche.com.br/collections/mercearia/products/cafe-pilao-torrado-e-moido-tradicional-abre-fecha-500g?store_id=66677604431,Pilão,500.0,g,,peso,251g_500g,7.4,36.99,
St Marche,20041376,Café em Cápsula Torrado e Moído STARBUCKS Blonde Espresso Roast Caixa 53g 10 Unidades,Starbucks,Café,Disponivel,32.99,https://marche.com.br/collections/mercearia/products/cafe-em-capsula-torrado-e-moido-starbucks-blonde-espresso-roast-caixa-53g-10-unidades?store_id=66677604431,Starbucks,53.0,g,10.0,peso,ate_100g,62.25,311.23,3.3
St Marche,20056764,Café Solúvel L'OR Espresso 40g,L'OR,Café,Disponivel,13.99,https://marche.com.br/collections/mercearia/products/cafe-soluvel-lor-espresso-40g?store_id=66677604431,Lor,40.0,g,,peso,ate_100g,34.98,174.88,
St Marche,20026266,Café a Vácuo Torrado e Moído Extra Forte PILÃO 500g,Pilão,Café,Disponivel,36.99,https://marche.com.br/collections/mercearia/products/cafe-a-vacuo-torrado-e-moido-extra-forte-pilao-500g?store_id=66677604431,Pilão,500.0,g,,peso,251g_500g,7.4,36.99,
St Marche,20041481,Cappuccino Zero Lactose Balance 3 CORAÇÕES 180g,3 Corações,Café,Disponivel,30.99,https://marche.com.br/collections/mercearia/products/cappuccino-zero-lactose-balance-3-coracoes-180g?store_id=66677604431,3 Corações,180.0,g,,peso,101g_250g,17.22,86.08,
St Marche,20050565,Cápsula HAVANA Cappuccino 3 Corações Com 10 Cápsulas,Havanna,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsula-havana-cappuccino-3-coracoes-com-10-capsulas?store_id=66677604431,Havanna,,,10.0,unidades,sem_peso,,,2.69
St Marche,20078059,Cápsulas de Café Pilão Arábica Intenso Com 10 Unidades,St. Marche,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-pilao-arabica-intenso-com-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,2.5
St Marche,20052197,Café em Cápsula Torrado e Moído Intenso Espresso Illy Caixa 57g 10 Unidades,Illy,Café,Disponivel,29.9,https://marche.com.br/collections/mercearia/products/cafe-em-capsula-torrado-e-moido-intenso-espresso-illy-caixa-57g-10-unidades?store_id=66677604431,Illy,57.0,g,10.0,peso,ate_100g,52.46,262.28,2.99
St Marche,20031448,Café em Cápsulas Pilão Torrado e moído Extraforte 104g 20 Unidades,Pilão,Café,Disponivel,52.49,https://marche.com.br/collections/mercearia/products/cafe-espresso-pilao-capsulas-de-aluminio-12-com-20-unidades?store_id=66677604431,Pilão,104.0,g,20.0,peso,101g_250g,50.47,252.36,2.62
St Marche,20064368,Cápsulas de Café Nescafé Brasil Original Com 10 Unidades 52g,Nescafé,Café,Disponivel,26.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-nescafe-brasil-original-com-10-unidades-52g?store_id=66677604431,Nescafé,52.0,g,10.0,peso,ate_100g,51.9,259.52,2.7
St Marche,20025998,Café Tradicional 3 CORAÇÕES 500g,3 Corações,Café,Disponivel,36.99,https://marche.com.br/collections/mercearia/products/cafe-tradicional-3-coracoes-500g?store_id=66677604431,3 Corações,500.0,g,,peso,251g_500g,7.4,36.99,
St Marche,20059127,Café BAGGIO Torrado e Moído Chocolate com Avelã 250g,Baggio,Café,Disponivel,42.49,https://marche.com.br/collections/mercearia/products/cafe-baggio-torrado-e-moido-chocolate-com-avela-250g?store_id=66677604431,Baggio,250.0,g,,peso,101g_250g,17.0,84.98,
St Marche,20075802,Cafe 3 Corações Torrado e Moído Rituais Frutas Secas 250g,3 Corações,Café,Disponivel,40.99,https://marche.com.br/collections/mercearia/products/cafe-3-coracoes-torrado-e-moido-rituais-frutas-secas-250g?store_id=66677604431,3 Corações,250.0,g,,peso,101g_250g,16.4,81.98,
St Marche,20062440,Cápsula de Café LOR Epresso de Caramelo Com 10 Unidades,L'OR,Café,Disponivel,30.99,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-lor-epresso-de-caramelo-com-10-unidades?store_id=66677604431,Lor,,,10.0,unidades,sem_peso,,,3.1
St Marche,20029649,Café Torrado e Moído BRAVO Pacote 500g,Bravo Café,Café,Disponivel,41.9,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-bravo-pacote-500g?store_id=66677604431,Bravo Café,500.0,g,,peso,251g_500g,8.38,41.9,
St Marche,20064646,Cápsula Dolce Gusto Café Caseiro Com 10 Unidades 90g,Dolce Gusto,Café,Disponivel,25.99,https://marche.com.br/collections/mercearia/products/capsula-dolce-gusto-cafe-caseiro-com-10-unidades-90g?store_id=66677604431,Dolce Gusto,90.0,g,10.0,peso,ate_100g,28.88,144.39,2.6
St Marche,20075812,Café 3 Corações em Cápsulas Rituais Exótico 8 Unidades,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/cafe-3-coracoes-em-capsulas-rituais-exotico-8-unidades?store_id=66677604431,3 Corações,,,8.0,unidades,sem_peso,,,3.36
St Marche,20041328,Café Torrado e Moído House Blend Torra Média STARBUCKS 250g,Starbucks,Café,Disponivel,48.99,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-house-blend-torra-media-starbucks-250g?store_id=66677604431,Starbucks,250.0,g,,peso,101g_250g,19.6,97.98,
St Marche,20078164,Cápsulas Nescafé Kopenhagen Lajotinha Com 10 Unidades,St. Marche,Café,Disponivel,31.99,https://marche.com.br/collections/mercearia/products/capsulas-nescafe-kopenhagen-lajotinha-com-10-unidades?store_id=66677604431,St. Marche,,,10.0,unidades,sem_peso,,,3.2
St Marche,20026179,Café Torrado e Moído Tradicional MELITTA Caixa 500g,Melitta,Café,Disponivel,41.5,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-tradicional-melitta-caixa-500g?store_id=66677604431,Melitta,500.0,g,,peso,251g_500g,8.3,41.5,
St Marche,20063955,Café Baobá Especial Premium Grãos 250g,Baobá,Café,Disponivel,50.39,https://marche.com.br/collections/mercearia/products/cafe-baoba-especial-premium-graos-250g?store_id=66677604431,Baobá,250.0,g,,peso,101g_250g,20.16,100.78,
St Marche,20071625,Cápsula de Café Starbucks Capuccino com 10 Unidades 100g,Starbucks,Café,Disponivel,32.98,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-starbucks-capuccino-com-10-unidades-100g?store_id=66677604431,Starbucks,100.0,g,10.0,peso,ate_100g,32.98,164.9,3.3
St Marche,20030936,Cápsula de Chocolatto 3 CORAÇÕES 10 Cápsulas,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsula-de-chocolatto-3-coracoes-10-capsulas?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.69
St Marche,20041329,Café Torrado e Moído Pike Place Torra Média STARBUCKS 250g,Starbucks,Café,Disponivel,48.99,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-pike-place-torra-media-starbucks-250g?store_id=66677604431,Starbucks,250.0,g,,peso,101g_250g,19.6,97.98,
St Marche,20048915,Café Gourment Torrado e Moído Cerrado Mineiro 3 CORAÇÕES 250g,3 Corações,Café,Disponivel,35.99,https://marche.com.br/collections/mercearia/products/cafe-gourment-torrado-e-moido-cerrado-mineiro-3-coracoes-250g?store_id=66677604431,3 Corações,250.0,g,,peso,101g_250g,14.4,71.98,
St Marche,20071618,Cápsulas Dolce Gusto Pingado com 10 Unidades 140g,Dolce Gusto,Café,Disponivel,25.99,https://marche.com.br/collections/mercearia/products/capsulas-dolce-gusto-pingado-com-10-unidades-140g?store_id=66677604431,Dolce Gusto,140.0,g,10.0,peso,101g_250g,18.56,92.82,2.6
St Marche,20026079,Café a Vácuo Torrado e Moído Tradicional PILÃO 500g,Pilão,Café,Disponivel,36.99,https://marche.com.br/collections/mercearia/products/cafe-a-vacuo-torrado-e-moido-tradicional-pilao-500g?store_id=66677604431,Pilão,500.0,g,,peso,251g_500g,7.4,36.99,
St Marche,20041378,Café Espresso Nespresso Colombia STARBUCKS 57g,Starbucks,Café,Disponivel,32.99,https://marche.com.br/collections/mercearia/products/cafe-espresso-nespresso-colombia-starbucks-57g?store_id=66677604431,Starbucks,57.0,g,,peso,ate_100g,57.88,289.39,
St Marche,20057566,Cápsula de Café TRÊS CORAÇÕES Baileys Supremo Macchiato 11g,3 Corações,Café,Disponivel,26.9,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-tres-coracoes-baileys-supremo-macchiato-11g?store_id=66677604431,3 Corações,11.0,g,,peso,ate_100g,244.55,1222.73,
St Marche,20064365,Cápsulas de Café Nescafé Índia Original Com 10 Unidades 53g,Nescafé,Café,Disponivel,26.99,https://marche.com.br/collections/mercearia/products/capsulas-de-cafe-nescafe-india-original-com-10-unidades-53g?store_id=66677604431,Nescafé,53.0,g,10.0,peso,ate_100g,50.92,254.62,2.7
St Marche,20063956,Café Baobá Especial Premium Moído 250g,Baobá,Café,Disponivel,50.29,https://marche.com.br/collections/mercearia/products/cafe-baoba-especial-premium-moido-250g?store_id=66677604431,Baobá,250.0,g,,peso,101g_250g,20.12,100.58,
St Marche,20014347,Cápsulas Café L'OR Colômbia 10 Unidades,L'OR,Café,Disponivel,30.99,https://marche.com.br/collections/mercearia/products/capsulas-cafe-lor-colombia-10-unidades?store_id=66677604431,Lor,,,10.0,unidades,sem_peso,,,3.1
St Marche,20060013,Café LOR Delicado Torrado Moído 250g,L'OR,Café,Disponivel,30.49,https://marche.com.br/collections/mercearia/products/cafe-lor-delicado-torrado-moido-250g?store_id=66677604431,Lor,250.0,g,,peso,101g_250g,12.2,60.98,
St Marche,20048916,Café Gourment Torrado e Moído Sul de Minas 3 CORAÇÕES 250g,3 Corações,Café,Disponivel,35.99,https://marche.com.br/collections/mercearia/products/cafe-gourment-torrado-e-moido-sul-de-minas-3-coracoes-250g?store_id=66677604431,3 Corações,250.0,g,,peso,101g_250g,14.4,71.98,
St Marche,20073307,Capsulas de Alumínio Café Descafeínado 5g,3 Corações,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsulas-de-aluminio-cafe-descafeinado-5g?store_id=66677604431,3 Corações,5.0,g,,peso,ate_100g,499.8,2499.0,
St Marche,20007890,Cápsulas Café L'OR Ristretto 20 Unidades,L'OR,Café,Disponivel,52.49,https://marche.com.br/collections/mercearia/products/capsulas-cafe-lor-ristretto-20-unidades?store_id=66677604431,Lor,,,20.0,unidades,sem_peso,,,2.62
St Marche,20031446,Café em Cápsula Pilão Torrado e Moído Espresso Extraforte 52g 10 Unidades,Pilão,Café,Disponivel,24.99,https://marche.com.br/collections/mercearia/products/capsulas-de-aluminio-espresso-12-pilao-52g?store_id=66677604431,Pilão,52.0,g,10.0,peso,ate_100g,48.06,240.29,2.5
St Marche,20053271,Café Torrado e Moído STARBUCKS Colômbia 250g,Starbucks,Café,Disponivel,48.99,https://marche.com.br/collections/mercearia/products/cafe-torrado-e-moido-starbucks-colombia-250g?store_id=66677604431,Starbucks,250.0,g,,peso,101g_250g,19.6,97.98,
St Marche,20008859,Cápsula de Café Chocolate Trufado BAGGIO Com 10 Cápsulas,Baggio,Café,Disponivel,29.49,https://marche.com.br/collections/mercearia/products/capsula-de-cafe-chocolate-trufado-baggio-com-10-capsulas?store_id=66677604431,Baggio,,,10.0,unidades,sem_peso,,,2.95
St Marche,20008165,Cappuccino 3 CORAÇÕES Light Solúvel Sachê Com 10 Unidades,3 Corações,Café,Disponivel,22.9,https://marche.com.br/collections/mercearia/products/cappuccino-3-coracoes-light-soluvel-sache-com-10-unidades?store_id=66677604431,3 Corações,,,10.0,unidades,sem_peso,,,2.29
St Marche,20058225,Kit Cáspsula de Café STARBUCK 4 Unidades Com Uma Caneca Grátis,Starbucks,Café,Disponivel,119.9,https://marche.com.br/collections/mercearia/products/kit-caspsula-de-cafe-starbuck-4-unidades-com-uma-caneca-gratis?store_id=66677604431,Starbucks,,,4.0,unidades,sem_peso,,,29.98
St Marche,20064651,"Cápsula Dolce Gusto Latte Mach Com 10 Unidades 112,5g",Dolce Gusto,Café,Disponivel,25.99,https://marche.com.br/collections/mercearia/products/capsula-dolce-gusto-latte-mach-com-10-unidades-112-5g?store_id=66677604431,Dolce Gusto,112.5,g,10.0,peso,101g_250g,23.1,115.51,2.6
St Marche,20030915,Café Espresso Grãos CAFÉ DO PONTO 1kg,Café do Ponto,Café,Disponivel,165.29,https://marche.com.br/collections/mercearia/products/cafe-espresso-graos-cafe-do-ponto-1kg?store_id=66677604431,Café do Ponto,1000.0,kg,,peso,501g_1kg,16.53,82.64,
St Marche,20064643,Cápsula Dolce Gusto Nescau Com 10 Unidades 170g,Dolce Gusto,Café,Disponivel,31.99,https://marche.com.br/collections/mercearia/products/capsula-dolce-gusto-nescau-com-10-unidades-170g?store_id=66677604431,Dolce Gusto,170.0,g,10.0,peso,101g_250g,18.82,94.09,3.2
St Marche,20068059,Café Solúvel Nescafé Tradição 40g,Nescafé,Café,Disponivel,10.09,https://marche.com.br/collections/mercearia/products/cafe-soluvel-nescafe-tradicao-40g?store_id=66677604431,Nescafé,40.0,g,,peso,ate_100g,25.22,126.12,
