loja,sku,titulo,fabricante,categoria,disponibilidade,preco,url,fabricante_original,peso_g,unidade_peso_extraida,unidades,categoria_quantidade,faixa_peso,preco_por_100g,preco_por_500g,preco_por_unidade
Mambo,22239,Café Torrado e Moído Intensidade Máxima Forza 3 Corações 250g,3 Corações,Mercearia,Disponivel,25.99,https://www.mambo.com.br/cafe-torrado-e-moido-intensidade-maxima-forza-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,10.4,51.98,
Mambo,22339,Café em Grãos Cerrado Mineiro Coffee++ 250g,Coffee ++,Mercearia,Disponivel,29.9,https://www.mambo.com.br/cafe-cerrado-mineiro-graos--250g/p,Coffee ++,250.0,g,,peso,101g_250g,11.96,59.8,
Mambo,22340,Café em Grãos Chapada de Minas Coffee++ 250g,Coffee ++,Mercearia,Disponivel,29.9,https://www.mambo.com.br/cafe-chapada-de-minas-graos-250g/p,Coffee ++,250.0,g,,peso,101g_250g,11.96,59.8,
Mambo,22341,Café em Grãos Sul de Minas Coffee++ 250g,Coffee ++,Mercearia,Disponivel,29.9,https://www.mambo.com.br/cafe-sul-de-minas-graos-250g/p,Coffee ++,250.0,g,,peso,101g_250g,11.96,59.8,
Mambo,22343,Café Torrado e Moído Cerrado Mineiro Coffee++ 250g,Coffee ++,Mercearia,Disponivel,43.49,https://www.mambo.com.br/cafe-torrado-e-moido-cerrado-mineiro-coffee---250g/p,Coffee ++,250.0,g,,peso,101g_250g,17.4,86.98,
Mambo,22344,Café Torrado e Moído Gourmet Torra Italiana Santa Monica 500g,Santa Mônica,Mercearia,Disponivel,57.49,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-torra-italiana-santa-monica-500g/p,Santa Monica,500.0,g,,peso,251g_500g,11.5,57.49,
Mambo,22348,Cappuccino Clássico Santa Monica 200g,Santa Mônica,Mercearia,Disponivel,33.49,https://www.mambo.com.br/cappuccino-classico-santa-monica-200g/p,Santa Monica,200.0,g,,peso,101g_250g,16.74,83.72,
Mambo,22355,Cappuccino Lovers Cookies 'n' Cream 3 Corações Pote 200g,3 Corações,Mercearia,Disponivel,23.98,https://www.mambo.com.br/cappuccino-lovers-cookies--n--cream-3-coracoes-pote-200g/p,3 Corações,200.0,g,,peso,101g_250g,11.99,59.95,
Mambo,22448,Café Torrado e Moído Italiano a Vácuo Cafeteria Pilão 500g,Pilão,Mercearia,Disponivel,47.98,https://www.mambo.com.br/cafe-torrado-e-moido-italiano-a-vacuo-cafeteria-pilao-500g/p,Pilão,500.0,g,,peso,251g_500g,9.6,47.98,
Mambo,22451,Capuccino 3 Corações Caramelo 200g,3 Corações,Mercearia,Disponivel,23.98,https://www.mambo.com.br/capuccino-3-coracoes-caramelo-200g/p,3 Corações,200.0,g,,peso,101g_250g,11.99,59.95,
Mambo,22843,Café Torrado e Moído Intenso Especial Orfeu 250g,Orfeu,Mercearia,Disponivel,42.49,https://www.mambo.com.br/cafe-torrado-e-moido-intenso-especial-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,17.0,84.98,
Mambo,22844,Café Torrado e Moído a Vacúo Extra Forte Café do Ponto 500g,Café do Ponto,Mercearia,Disponivel,55.98,https://www.mambo.com.br/cafe-torrado-e-moido-a-vacuo-extra-forte-cafe-do-ponto-500g/p,Café do Ponto,500.0,g,,peso,251g_500g,11.2,55.98,
Mambo,23396,Cápsula de Café Intenso Orgânico Native 50g com 10 Unidades,Native,Mercearia,Disponivel,29.98,https://www.mambo.com.br/capsula-de-cafe-intenso-organico-native-50g-com-10-unidades/p,Native,50.0,g,10.0,peso,ate_100g,59.96,299.8,3.0
Mambo,23798,Café Solúvel Tradicional 3 Corações Sache 40g,3 Corações,Mercearia,Disponivel,7.99,https://www.mambo.com.br/cafe-soluvel-tradicional-3-coracoes-sache-40g/p,3 Corações,40.0,g,,peso,ate_100g,19.98,99.88,
Mambo,23799,Café Solúvel Extra Forte Refil 3 Corações 40g,3 Corações,Mercearia,Disponivel,7.99,https://www.mambo.com.br/cafe-soluvel-extra-forte-refil-3-coracoes-40g/p,3 Corações,40.0,g,,peso,ate_100g,19.98,99.88,
Mambo,23909,Capsúla de Café Descafeinado Baggio 50g,Baggio,Mercearia,Disponivel,33.98,https://www.mambo.com.br/cafe-em-capsula-descafeinado-baggio-50g/p,Baggio,50.0,g,,peso,ate_100g,67.96,339.8,
Mambo,24315,Café Torrado e Moído Gourmet Sul de Minas União 250g,União,Mercearia,Disponivel,24.99,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-sul-de-minas-uniao-250g/p,União,250.0,g,,peso,101g_250g,10.0,49.98,
Mambo,24316,Café Torrado e Moído Gourmet Cerrado Mineiro União 250g,União,Mercearia,Disponivel,24.99,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-cerrado-mineiro-uniao-250g/p,União,250.0,g,,peso,101g_250g,10.0,49.98,
Mambo,24317,Café Torrado e Moído Gourmet Mogiana Paulista União 250g,União,Mercearia,Disponivel,24.99,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-mogiana-paulista-uniao-250g/p,União,250.0,g,,peso,101g_250g,10.0,49.98,
Mambo,24320,Café em Grãos Prima QualitÃ 500g,Prima Qualitá,Mercearia,Disponivel,100.98,https://www.mambo.com.br/cafe-em-graos-prima-qualita-500g/p,Prima Qualita,500.0,g,,peso,251g_500g,20.2,100.98,
Mambo,24336,Café Solúvel com Leite Vegano 3 Corações Lata 220g,3 Corações,Mercearia,Disponivel,34.98,https://www.mambo.com.br/cafe-soluvel-com-leite-vegano-3-coracoes-lata-220g/p,3 Corações,220.0,g,,peso,101g_250g,15.9,79.5,
Mambo,24337,Cápsula de Café Latte Vegetal Tres 3 Corações 110g com 10 Unidades,3 Corações,Mercearia,Disponivel,32.98,https://www.mambo.com.br/capsula-de-cafe-latte-vegetal-tres-3-coracoes-110g-com-10-unidades/p,3 Corações,110.0,g,10.0,peso,101g_250g,29.98,149.91,3.3
Mambo,24341,Café em Grãos Expresso Gourmet 3 Corações 500g,3 Corações,Mercearia,Disponivel,97.98,https://www.mambo.com.br/cafe-torrado-em-graos-expresso-gourmet-3-coracoes-500g/p,3 Corações,500.0,g,,peso,251g_500g,19.6,97.98,
Mambo,24345,Cápsula de Café Máximo Cafés Especiais 3 Corações 56g com 10 Unidades,3 Corações,Mercearia,Disponivel,16.98,https://www.mambo.com.br/capsula-de-cafe-maximo-cafes-especiais-3-coracoes-56g-10-unidades/p,3 Corações,56.0,g,10.0,peso,ate_100g,30.32,151.61,1.7
Mambo,24346,Cápsula de Café Peru 3 Corações 56g com 10 Unidades,3 Corações,Mercearia,Disponivel,16.98,https://www.mambo.com.br/capsula-de-cafe-peru-3-coracoes-56g-10-unidades/p,3 Corações,56.0,g,10.0,peso,ate_100g,30.32,151.61,1.7
Mambo,24347,Cápsula de Café Cappuccino Vegano Tres 3 Corações 110g com 10 Unidades,3 Corações,Mercearia,Disponivel,31.98,https://www.mambo.com.br/capsula-de-cafe-cappuccino-vegano-tres-3-coracoes-110g-com-10-unidades/p,3 Corações,110.0,g,10.0,peso,101g_250g,29.07,145.36,3.2
Mambo,24361,Capsula de Café Espresso Star Wars Darth Vader 3 Corações 10 unidades,3 Corações,Mercearia,Disponivel,17.98,https://www.mambo.com.br/capsula-de-cafe-espresso-star-wars-darth-vader-3-coracoes-10-unidades/p,3 Corações,,,10.0,unidades,sem_peso,,,1.8
Mambo,24363,Café Solúvel Cappuccino Vegano 3 Corações Pote 140g,3 Corações,Mercearia,Disponivel,34.98,https://www.mambo.com.br/cafe-soluvel-cappuccino-vegano-3-coracoes-pote-140g/p,3 Corações,140.0,g,,peso,101g_250g,24.99,124.93,
Mambo,24402,Café Solúvel Tradicional Iguaçu Refil 40g,Iguaçu,Mercearia,Disponivel,8.69,https://www.mambo.com.br/cafe-soluvel-tradicional-iguacu-refil-40g/p,Iguaçu,40.0,g,,peso,ate_100g,21.72,108.62,
Mambo,24403,Café Solúvel Extra Forte Iguaçu Refil 40g,Iguaçu,Mercearia,Disponivel,8.69,https://www.mambo.com.br/cafe-soluvel-extra-forte-iguacu-refil-40g/p,Iguaçu,40.0,g,,peso,ate_100g,21.72,108.62,
Mambo,24481,Café Torrado e Moído Classico Roast Lata Illy 125g,Illy,Mercearia,Disponivel,19.98,https://www.mambo.com.br/cafe-torrado-e-moido-classico-roast-lata-illy-125g/p,Illy,125.0,g,,peso,101g_250g,15.98,79.92,
Mambo,24485,Café Torrado e Moído Intenso Illy 125g,Illy,Mercearia,Disponivel,19.98,https://www.mambo.com.br/cafe-torrado-e-moido-intenso-illy-125g/p,Illy,125.0,g,,peso,101g_250g,15.98,79.92,
Mambo,24525,Café Torrado e Moído Acauã Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-torrado-e-moido-acaua-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,24527,Café em Grãos Japy Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-em-graos-japy-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,24528,Cápsula de Café Arara Orfeu 50g com 10 Unidades,Orfeu,Mercearia,Disponivel,26.99,https://www.mambo.com.br/capsula-de-cafe-arara-orfeu-50g-10-unidades/p,Orfeu,50.0,g,10.0,peso,ate_100g,53.98,269.9,2.7
Mambo,24529,Café em Grãos Acauã Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-em-graos-acaua-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,24530,Cápsula de Café Japi Orfeu 50g com 10 Unidades,Orfeu,Mercearia,Disponivel,26.99,https://www.mambo.com.br/capsula-de-cafe-japi-orfeu-50g-10-unidades/p,Orfeu,50.0,g,10.0,peso,ate_100g,53.98,269.9,2.7
Mambo,24531,Café Torrado e Moído Japy Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-torrado-e-moido-japy-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,24532,Café em Grãos Arara Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-em-graos-arara-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,24533,Cápsula de Café Acauã Orfeu 50g com 10 Unidades,Orfeu,Mercearia,Disponivel,26.99,https://www.mambo.com.br/capsula-de-cafe-acaua-orfeu-50g-10-unidades/p,Orfeu,50.0,g,10.0,peso,ate_100g,53.98,269.9,2.7
Mambo,24549,Café Torrado e Moído Arara Varietais Orfeu 250g,Orfeu,Mercearia,Disponivel,49.98,https://www.mambo.com.br/cafe-torrado-e-moido-arara-varietais-orfeu-250g/p,Orfeu,250.0,g,,peso,101g_250g,19.99,99.96,
Mambo,24749,Cápsula de Café Farmers Origins Andes Nescafé 44g com 10 Unidades,Nescafé,Mercearia,Disponivel,26.98,https://www.mambo.com.br/capsula-de-cafe-farmers-origins-andes-nescafe-44g-com-10-unidades/p,Nescafé,44.0,g,10.0,peso,ate_100g,61.32,306.59,2.7
Mambo,24751,Cápsula de Café Cappuccino Starbucks 100g com 10 Unidades,Starbucks,Mercearia,Disponivel,32.98,https://www.mambo.com.br/capsula-de-cafe-cappuccino-starbucks-100g-10-unidades/p,Starbucks,100.0,g,10.0,peso,ate_100g,32.98,164.9,3.3
Mambo,24752,Cápsula de Café Espresso Colombia Starbucks com 10 Cápsulas,Starbucks,Mercearia,Disponivel,32.98,https://www.mambo.com.br/capsula-de-cafe-espresso-colombia-starbucks-com-10-capsulas/p,Starbucks,,,10.0,unidades,sem_peso,,,3.3
Mambo,24755,"Cápsula de Café Caramel Macchiato Starbucks 106,5g com 10 Unidades",Starbucks,Mercearia,Disponivel,32.98,https://www.mambo.com.br/capsula-de-cafe-caramel-macchiato-starbucks-106-5g-10-unidades/p,Starbucks,106.5,g,10.0,peso,101g_250g,30.97,154.84,3.3
Mambo,24756,Cápsula de Café Espresso Cerrado Mineiro Nescafé+Dolce Gusto 60g com 10 Unidades,Nescafé,Mercearia,Disponivel,21.9,https://www.mambo.com.br/capsula-de-cafe-espresso-cerrado-mineiro-nescafe-dolce-gusto-60g-10-unidades/p,Nescafé,60.0,g,10.0,peso,ate_100g,36.5,182.5,2.19
Mambo,24769,Café Solúvel Latte com Castanha-de-Caju A Tal da Castanha & 3 Corações 20g,3 Corações,Mercearia,Disponivel,5.59,https://www.mambo.com.br/cafe-soluvel-latte-com-castanha-de-caju-a-tal-da-castanha---3-coracoes-20g/p,3 Corações,20.0,g,,peso,ate_100g,27.95,139.75,
Mambo,24844,Café Torrado e Moído Individual Gourmet Dark Roast Drip Coffee 3 Corações Sachê 11g,3 Corações,Mercearia,Disponivel,3.79,https://www.mambo.com.br/cafe-torrado-e-moido-individual-gourmet-dark-roast-drip-coffee-3-coracoes-sache-11g/p,3 Corações,11.0,g,,peso,ate_100g,34.45,172.27,
Mambo,24928,Cápsula de Café Italiano Ristretto Carraro 55g com 10 Unidades,Carraro,Mercearia,Disponivel,24.98,https://www.mambo.com.br/capsula-de-cafe-italiano-ristretto-carraro-55g-com-10-unidades/p,Carraro,55.0,g,10.0,peso,ate_100g,45.42,227.09,2.5
Mambo,24929,Cápsula de Café Italiano Gran Crema Carraro 55g com 10 Unidades,Carraro,Mercearia,Disponivel,24.98,https://www.mambo.com.br/capsula-de-cafe-italiano-gran-crema-carraro-55g-com-10-unidades/p,Carraro,55.0,g,10.0,peso,ate_100g,45.42,227.09,2.5
Mambo,24930,Cápsula de Café Italiano Dolce Arabica Carraro 55g com 10 Unidade,Carraro,Mercearia,Disponivel,24.98,https://www.mambo.com.br/cafe-italiano-dolce-arabica-com-10-capsulas-carraro-55g/p,Carraro,55.0,g,10.0,peso,ate_100g,45.42,227.09,2.5
Mambo,24931,Cápsula de Café Italiano Intenso Carraro 55g com 10 Unidades,Carraro,Mercearia,Disponivel,24.98,https://www.mambo.com.br/capsula-de-cafe-italiano-intenso-carraro-55g-com-10-unidades/p,Carraro,55.0,g,10.0,peso,ate_100g,45.42,227.09,2.5
Mambo,24935,Cápsula de Café Pingado Dolce Gusto & Nescafé 140g com 10 Unidades,Nescafé,Mercearia,Disponivel,17.9,https://www.mambo.com.br/capsula-de-cafe-pingado-dolce-gusto---nescafe-140g-com-10-unidades/p,Nescafé,140.0,g,10.0,peso,101g_250g,12.79,63.93,1.79
Mambo,25003,Cafe Soluvel com Leite Descafeinado Sem Lactose 3 Coracoes Lata 200g,3 Corações,Mercearia,Disponivel,28.98,https://www.mambo.com.br/cafe-soluvel-com-leite-descafeinado-sem-lactose-3-coracoes-lata-200g/p,3 Corações,200.0,g,,peso,101g_250g,14.49,72.45,
Mambo,25018,Cápsula de Café Alpino Tradicional Nescafé Dolce Gusto 178g com 10 Unidades,Nescafé,Mercearia,Disponivel,21.9,https://www.mambo.com.br/capsula-de-cafe-alpino-tradicional-nescafe-dolce-gusto-178g-com-10-unidades-/p,Nescafé,178.0,g,10.0,peso,101g_250g,12.3,61.52,2.19
Mambo,25079,Café Torrado e Moído Gourmet Ultimo L'or 250g,L'OR,Mercearia,Disponivel,30.49,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-ultimo-lor-250g/p,Lor,250.0,g,,peso,101g_250g,12.2,60.98,
Mambo,25080,Café Torrado e Moído Gourmet Origens Mogiana L'or 250g,L'OR,Mercearia,Disponivel,43.98,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-origens-mogiana-lor-250g-/p,Lor,250.0,g,,peso,101g_250g,17.59,87.96,
Mambo,25081,Café Torrado e Moído Gourmet Sul Minas L'or 250g,L'OR,Mercearia,Disponivel,43.98,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-sul-minas-lor-250g-/p,Lor,250.0,g,,peso,101g_250g,17.59,87.96,
Mambo,25082,Café Torrado e Moído Gourmet Cerrado L'or 250g,L'OR,Mercearia,Disponivel,43.98,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-cerrado-lor-250g-/p,Lor,250.0,g,,peso,101g_250g,17.59,87.96,
Mambo,25084,Kit Cápsula de Café + Caneca Nespresso & Starbucks Pack com 40 Unidades Kit Cápsula de Café + Caneca Nespresso & Starbucks Caixa com 40 Unidades,Starbucks,Mercearia,Disponivel,127.49,https://www.mambo.com.br/kit-capsula-de-cafe---caneca-nespresso---starbucks-caixa-com-40-unidades/p,Starbucks,,,40.0,unidades,sem_peso,,,3.19
Mambo,25090,Cápsula de Café Cappuccino Moça Brigadeiro Dolce Gusto & Nescafé 180g com 10 Unidades,Nescafé,Mercearia,Disponivel,21.9,https://www.mambo.com.br/capsula-de-cafe-cappuccino-moca-brigadeiro-dolce-gusto---nescafe-180g-com-10-unidades/p,Nescafé,180.0,g,10.0,peso,101g_250g,12.17,60.83,2.19
Mambo,25091,Cápsula de Achocolatado KitKat Dolce Gusto & Nescafé170g com 10 Cápsulas,Nescafé,Mercearia,Disponivel,21.9,https://www.mambo.com.br/capsula-de-achocolatado-kitkat-dolce-gusto---nescafe170g-com-10-capsulas/p,Nescafé,170.0,g,10.0,peso,101g_250g,12.88,64.41,2.19
Mambo,281425,Café Solúvel Cappuccino Doce de Leite Melitta 200g,Melitta,Mercearia,Disponivel,16.99,https://www.mambo.com.br/cafe-soluvel-cappuccino-doce-de-leite-melitta-200g/p,Melitta,200.0,g,,peso,101g_250g,8.49,42.48,
Mambo,281426,Cápsula de Café Audacce Melitta 53g com 10 Unidades,Melitta,Mercearia,Disponivel,18.99,https://www.mambo.com.br/capsula-de-cafe-audacce-melitta-53g-10-unidades/p,Melitta,53.0,g,10.0,peso,ate_100g,35.83,179.15,1.9
Mambo,281427,Cápsula de Café Descafeinado Intenso Melitta 53g com 10 Unidades,Melitta,Mercearia,Disponivel,18.99,https://www.mambo.com.br/cafe-em-capsula-descafeinado-intenso-melitta-53g-com-10-unidades/p,Melitta,53.0,g,10.0,peso,ate_100g,35.83,179.15,1.9
Mambo,281429,Cápsula de Café Marcato Melitta 53g com 10 Unidades,Melitta,Mercearia,Disponivel,18.99,https://www.mambo.com.br/capsula-de-cafe-marcato-melitta-53g-10-unidades/p,Melitta,53.0,g,10.0,peso,ate_100g,35.83,179.15,1.9
Mambo,281430,Café Solúvel Extraforte Melitta 40g,Melitta,Mercearia,Disponivel,10.98,https://www.mambo.com.br/cafe-soluvel-extraforte-melitta-40g/p,Melitta,40.0,g,,peso,ate_100g,27.45,137.25,
Mambo,281431,Café Solúvel Tradicional Melitta 40g,Melitta,Mercearia,Disponivel,10.98,https://www.mambo.com.br/cafe-soluvel-tradicional-melitta-40g/p,Melitta,40.0,g,,peso,ate_100g,27.45,137.25,
Mambo,281433,Cápsula de Café Ristretto Melitta 53g com 10 Unidades,Melitta,Mercearia,Disponivel,18.99,https://www.mambo.com.br/capsula-de-cafe-ristretto-melitta-53g-10-unidades/p,Melitta,53.0,g,10.0,peso,ate_100g,35.83,179.15,1.9
Mambo,281442,Cápsula de Café Compatível com Nespresso Nescafé Farmers Origins Colombia 44g com 10 Unidades,Nescafé,Mercearia,Disponivel,26.98,https://www.mambo.com.br/-capsula-de-cafe-compativel-com-nespresso-nescafe-farmers-origins-colombia-44g-com-10-unidades-/p,Nescafé,44.0,g,10.0,peso,ate_100g,61.32,306.59,2.7
Mambo,281443,Cápsula de Café Compatível com Nespresso Nescafé Farmers Origins Índia 44g com 10 Unidades,Nescafé,Mercearia,Disponivel,26.98,https://www.mambo.com.br/capsula-de-cafe-compativel-com-nespresso-nescafe-farmers-origins-india-44g-com-10-unidades/p,Nescafé,44.0,g,10.0,peso,ate_100g,61.32,306.59,2.7
Mambo,281444,Cápsula de Café Compatível com Nespresso Nescafé Farmers Origins Brasil 44g com 10 Unidades,Nescafé,Mercearia,Disponivel,26.98,https://www.mambo.com.br/capsula-de-cafe-compativel-com-nespresso-nescafe-farmers-origins-brasil-44g-com-10-unidades/p,Nescafé,44.0,g,10.0,peso,ate_100g,61.32,306.59,2.7
Mambo,281445,Cápsula de Café Farmers Origins México Nescafé 44g com 10 Unidades,Nescafé,Mercearia,Disponivel,26.98,https://www.mambo.com.br/capsula-de-cafe-farmers-origins-mexico-nescafe-44g-com-10-unidades/p,Nescafé,44.0,g,10.0,peso,ate_100g,61.32,306.59,2.7
Mambo,281465,Café Solúvel Descafeinado Melitta 40g,Melitta,Mercearia,Disponivel,18.98,https://www.mambo.com.br/cafe-soluvel-descafeinado-melitta-40g-/p,Melitta,40.0,g,,peso,ate_100g,47.45,237.25,
Mambo,281492,Café em Grãos Spresso Melitta 500g,Melitta,Mercearia,Disponivel,80.98,https://www.mambo.com.br/cafe-em-graos-spresso-melitta-500g/p,Melitta,500.0,g,,peso,251g_500g,16.2,80.98,
Mambo,281535,Café Torrado e Moído Frutas Secas Rituais 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-e-moido-frutas-secas-rituais-3-coracoes-250g-/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281536,Café Torrado e Moído Exótico Rituais 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-e-moido-exotico-rituais-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281537,Café Torrado e Moído Chocolate Rituais 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-e-moido-chocolate-rituais-3-coracoes-250g-/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281538,Café Torrado e Moído Frutas Vermelhas Rituais 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-e-moido-frutas-vermelhas-rituais-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281587,Café Torrado e Moído Individual Portinari Drip Coffee 3 Corações Sachê 11g,3 Corações,Mercearia,Disponivel,4.59,https://www.mambo.com.br/cafe-torrado-e-moido-individual-portinari-drip-coffee-3-coracoes-sache-11g/p,3 Corações,11.0,g,,peso,ate_100g,41.73,208.64,
Mambo,281658,Café Solúvel Cappuccino Tradicional Nescafé Lata 180g,Nescafé,Mercearia,Disponivel,24.49,https://www.mambo.com.br/cappuccino-de-chocolate-nescafe-180g-/p,Nescafé,180.0,g,,peso,101g_250g,13.61,68.03,
Mambo,281679,"Cápsula de Café Mujeres Cafeteras Juan Valdez 44,8g com 8 Unidades",Juan Valdez,Mercearia,Disponivel,43.49,https://www.mambo.com.br/cafe-em-capsula-mujeres-cafeteras-juan-valdez-44-8g/p,Juan Valdez,44.8,g,8.0,peso,ate_100g,97.08,485.38,5.44
Mambo,281680,"Cápsula de Café Paisaje Cultural Juan Valdez 44,8g com 8 Unidades",Juan Valdez,Mercearia,Disponivel,43.49,https://www.mambo.com.br/capsula-de-cafe-paisaje-cultural-juan-valdez-44-8g-8-unidades/p,Juan Valdez,44.8,g,8.0,peso,ate_100g,97.08,485.38,5.44
Mambo,281681,Café Torrado e Moído Premium Bialetti 250g,Bialetti,Mercearia,Disponivel,49.49,https://www.mambo.com.br/cafe-torrado-e-moido-premium-bialetti-250g-/p,Bialetti,250.0,g,,peso,101g_250g,19.8,98.98,
Mambo,281701,Café Torrado e Moído Perfetto Moka Bialetti 250g,Bialetti,Mercearia,Disponivel,48.98,https://www.mambo.com.br/cafe-torrado-e-moido-perfetto-moka-bialetti-250g/p,Bialetti,250.0,g,,peso,101g_250g,19.59,97.96,
Mambo,281721,Cápsula de Café Caparaó Coffee++ 50g com 10 Unidades,Coffee ++,Mercearia,Disponivel,22.9,https://www.mambo.com.br/capsula-de-cafe-caparao-coffee-50g-10-unidades/p,Coffee ++,50.0,g,10.0,peso,ate_100g,45.8,229.0,2.29
Mambo,281727,Café em Grãos Rituais Frutas Vermelhas 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-em-graos-rituais-frutas-vermelhas-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281728,Café em Grãos Rituais Frutas Secas 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-em-graos-rituais-frutas-secas-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281729,Café em Grãos Rituais Exótico 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-em-graos-rituais-exotico-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281730,Café em Grãos Rituais Chocolate 3 Corações 250g,3 Corações,Mercearia,Disponivel,33.99,https://www.mambo.com.br/cafe-torrado-em-graos-rituais-chocolate-3-coracoes-250g/p,3 Corações,250.0,g,,peso,101g_250g,13.6,67.98,
Mambo,281748,Café Solúvel Granulado Descafeinado 3 Corações Refil 40g,3 Corações,Mercearia,Disponivel,28.98,https://www.mambo.com.br/cafe-soluvel-granulado-descafeinado-3-coracoes-refil-40g/p,3 Corações,40.0,g,,peso,ate_100g,72.45,362.25,
Mambo,281767,Café Torrado e Moído Caparaó Coffee++ 250g,Coffee ++,Mercearia,Disponivel,43.98,https://www.mambo.com.br/cafe-torrado-e-moido-caparao-coffee-mais-mais-250g/p,Coffee ++,250.0,g,,peso,101g_250g,17.59,87.96,
Mambo,281800,Café em Grãos Torrado Gourmet Luvizotto 1kg,Luvizotto,Mercearia,Disponivel,194.98,https://www.mambo.com.br/cafe-em-graos-torrado-gourmet-luvizotto-1kg/p,Luvizotto,1000.0,kg,,peso,501g_1kg,19.5,97.49,
Mambo,281801,Cápsula de Café Descafeinado 3 Corações 56g com 10 Unidades,3 Corações,Mercearia,Disponivel,16.98,https://www.mambo.com.br/cafe-em-capsula-descafeinado-3-coracoes-56g-com-10-unidades/p,3 Corações,56.0,g,10.0,peso,ate_100g,30.32,151.61,1.7
Mambo,281802,Café Torrado e Moído Gourmet Luvizotto 500g,Luvizotto,Mercearia,Disponivel,98.49,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-luvizotto-500g/p,Luvizotto,500.0,g,,peso,251g_500g,19.7,98.49,
Mambo,281833,Café em Grãos Caparaó Coffee++ 250g,Coffee ++,Mercearia,Disponivel,29.9,https://www.mambo.com.br/cafe-torrado-em-graos-caparao-coffee-mais-mais-250g/p,Coffee ++,250.0,g,,peso,101g_250g,11.96,59.8,
Mambo,281845,Café Torrado e Moído Gourmet Ituano 250g,Ituano,Mercearia,Disponivel,27.98,https://www.mambo.com.br/cafe-torrado-e-moido-gourmet-ituano-250g/p,Ituano,250.0,g,,peso,101g_250g,11.19,55.96,
Mambo,281858,Cápsulas de Cappuccino Napolitano 3 Corações 110g com 10 Unidades,3 Corações,Mercearia,Disponivel,17.98,https://www.mambo.com.br/capsulas-de-cappuccino-napolitano-3-coracoes-110g-com-10-unidades/p,3 Corações,110.0,g,10.0,peso,101g_250g,16.35,81.73,1.8
Mambo,282027,Cápsula de Café Matas de Minas Luvizotto 50g com 10 Unidades,Luvizotto,Mercearia,Disponivel,36.98,https://www.mambo.com.br/capsula-de-cafe-matas-de-minas-luvizotto-50g-com-10-unidades/p,Luvizotto,50.0,g,10.0,peso,ate_100g,73.96,369.8,3.7
