Titulo,Fabricante,preco,loja,tipo_produto,quantidade_unidades,peso_gramas,faixa_peso,preco_100g,preco_500g,preco_unidade
Cápsula de Café Qharacter 9 Delta 55g com 10 Unidades,Delta Q,28.49,Mambo,capsula,10.0,55.0,ate_100g,51.8,259.0,2.849
Cápsula de Café Qharisma Delta Q 55g com 10 Unidades,Delta Q,28.49,Mambo,capsula,10.0,55.0,ate_100g,51.8,259.0,2.849
Cápsula de Café Qonvictus 5 Delta 55g com 10 Unidades,Delta Q,28.49,Mambo,capsula,10.0,55.0,ate_100g,51.8,259.0,2.849
Café Torrado e Moído Regiões Brasileiras Mogiana Melitta 250g,Melitta,24.99,Mambo,tradicional,,250.0,101g_250g,9.996,49.98,
Café Torrado e Moído Regiões Brasileiras Sul de Minas Melitta 250g,Melitta,24.99,Mambo,tradicional,,250.0,101g_250g,9.996,49.98,
Cápsula de Café Espresso Rituais Mogiana Paulista 3 Corações com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Cápsula de Café Espresso Rituais Orgânico 3 Corações com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Café Torrado e Moído Orgânico Rituais 3 Corações 250g,3 Corações,33.99,Mambo,tradicional,,250.0,101g_250g,13.596,67.98,
Cápsula de Café Roma Italle 50g com 10 Unidades,Italle,13.99,Mambo,capsula,10.0,50.0,ate_100g,27.98,139.9,1.399
Café Torrado e Moído Sabor da Fazenda Melitta 500g,Melitta,45.97,Mambo,tradicional,,500.0,251g_500g,9.194,45.97,
Café Torrado e Moído Sabor da Fazenda A Vácuo Melitta 500g,Melitta,46.49,Mambo,tradicional,,500.0,251g_500g,9.298,46.49,
Cápsula de Café Espresso Gourmet Chapada Diamantina Tres 3 Corações 80g com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,80.0,ate_100g,22.475,112.375,1.798
Café Solúvel Extra Forte Iguaçu Lata 200g,Iguaçu,32.99,Mambo,soluvel,,200.0,101g_250g,16.495,82.475,
Café Solúvel Extra Forte Original Nescafé 100g,Nestlé,33.98,Mambo,soluvel,,100.0,ate_100g,33.98,169.9,
Café Solúvel Liofilizado Gourmet Iguaçu Vidro 100g,Cafe Iguacu,27.99,Mambo,soluvel,,100.0,ate_100g,27.99,139.95,
Café Solúvel Liofilizado 3 Corações Vidro 100g,3 Corações,27.99,Mambo,soluvel,,100.0,ate_100g,27.99,139.95,
Café Solúvel Matinal Nescafé 100g,Nescafé,33.98,Mambo,soluvel,,100.0,ate_100g,33.98,169.9,
Café Solúvel em pó Tradicional Iguaçu Lata 200g,Iguaçu,32.99,Mambo,soluvel,,200.0,101g_250g,16.495,82.475,
Café Solúvel Tradição Nescafé 100g Café Solúvel Tradição Forte Nescafé 100g,Nestlé,33.98,Mambo,soluvel,,100.0,ate_100g,33.98,169.9,
Café Torrado e Moído Suave Mister Prima Qualitá 500g,Prima Qualita,70.98,Mambo,tradicional,,500.0,251g_500g,14.196,70.98,
Cápsula de Café Tenor Bravo 50g com 10 Unidades,Bravo Café,23.98,Mambo,capsula,10.0,50.0,ate_100g,47.96,239.8,2.398
Café Torrado e Moído a Vácuo Espresso Pilão Cafeteria Pacote 500g,Pilão,47.98,Mambo,tradicional,,500.0,251g_500g,9.596,47.98,
Cápsula de Café Aromas Chocolate com Menta Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café Torrado e Moído Coado a Vácuo Cafeteria Pilão Pacote 500g,Pilão,47.98,Mambo,tradicional,,500.0,251g_500g,9.596,47.98,
Cápsula de Café Descafeinado Orfeu 50g com 10 Unidades,Orfeu,43.49,Mambo,capsula,10.0,50.0,ate_100g,86.98,434.9,4.349
Café Torrado e Moído Tostato Classico per Moka Illy Lata 125g,Illy,19.98,Mambo,tradicional,,125.0,101g_250g,15.984,79.92,
Café Torrado e Moído Clássico Especial Orfeu 250g,Orfeu,42.49,Mambo,tradicional,,250.0,101g_250g,16.996,84.98,
Café Torrado e Moído Exportação Café Do Ponto 500g,Café do Ponto,55.98,Mambo,tradicional,,500.0,251g_500g,11.196,55.98,
Café Torrado e Moído Extraforte Melitta Pacote 500g,Melitta,31.99,Mambo,tradicional,,500.0,251g_500g,6.398,31.99,
Café Torrado e Moído Intenso Illy 250g,Illy,50.49,Mambo,tradicional,,250.0,101g_250g,20.196,100.98,
Cápsula de Café Gourmet Clássico Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café Torrado e Moído Gourmet Espresso Baggio 250g,Baggio,46.49,Mambo,tradicional,,250.0,101g_250g,18.596,92.98,
Cápsula de Café Gourmet Intenso Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café Torrado e Moído Intenso Santa Mônica 250g,Santa Mônica,43.98,Mambo,tradicional,,250.0,101g_250g,17.592,87.96,
Café Torrado e Moído Single-Origin Colombia Starbucks 250g,Nestlé,52.98,Mambo,tradicional,,250.0,101g_250g,21.192,105.96,
Café Torrado e Moído Orgânico Especial Orfeu 250g,Orfeu,48.98,Mambo,tradicional,,250.0,101g_250g,19.592,97.96,
Cápsula de Café Caramelo Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café Torrado e Moído Aromas de Chocolate Trufado Baggio 250g,Baggio,46.49,Mambo,tradicional,,250.0,101g_250g,18.596,92.98,
Cápsula de Café Aromas Chocolate Trufado Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café Torrado e Moído Gourmet Sul de Minas 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Cápsula de Café Gourmet Aluminium Expresso Café Toledo 50g com 10 Unidades,Café Toledo,33.99,Mambo,capsula,10.0,50.0,ate_100g,67.98,339.9,3.399
Café Torrado e Moído Toledo Vácuo 500g,Café Toledo,49.99,Mambo,tradicional,,500.0,251g_500g,9.998,49.99,
Cápsula de Café Aromas Vanilla Baggio 50g com 10 Unidades,Baggio,33.98,Mambo,capsula,10.0,50.0,ate_100g,67.96,339.8,3.398
Café em Grãos Espresso Pilão 1kg,Pilão,153.98,Mambo,graos,,1000.0,501g_1kg,15.398,76.99,
Café em Grãos Bourbon Amarelo Varietais Orfeu 250g,Orfeu,42.98,Mambo,graos,,250.0,101g_250g,17.192,85.96,
Café em Grãos Clássico Especial Orfeu 250g,Orfeu,42.98,Mambo,graos,,250.0,101g_250g,17.192,85.96,
Café em Grãos Descafeinado Especial Orfeu 250g,Orfeu,65.49,Mambo,graos,,250.0,101g_250g,26.196,130.98,
Café em Grãos Intenso Especial Orfeu 250g,Orfeu,42.98,Mambo,graos,,250.0,101g_250g,17.192,85.96,
Café em Grãos Orgânico Especial Orfeu 250g,Orfeu,48.98,Mambo,graos,,250.0,101g_250g,19.592,97.96,
Café Torrado e Moído Tradicional a Vácuo 3 Corações 250g,3 Corações,25.98,Mambo,tradicional,,250.0,101g_250g,10.392,51.96,
Café Torrado e Moído Tradicional a Vácuo Café do Ponto 500g,Café do Ponto,55.98,Mambo,tradicional,,500.0,251g_500g,11.196,55.98,
Café Torrado e Moído Tradicional a Vácuo Melitta 500g,Melitta,31.99,Mambo,tradicional,,500.0,251g_500g,6.398,31.99,
Café Torrado e Moído Tradicional a Vácuo Pilão 250g,Pilão,26.49,Mambo,tradicional,,250.0,101g_250g,10.596,52.98,
Café Torrado e Moído Tradicional a Vácuo Pilão 500g,Pilão,39.98,Mambo,tradicional,,500.0,251g_500g,7.996,39.98,
Café Torrado e Moído Tradicional Abre & Fecha Pilão 250g,Pilão,26.98,Mambo,tradicional,,250.0,101g_250g,10.792,53.96,
Café Torrado e Moído Tradicional Abre & Fecha Pilão 500g,Pilão,43.49,Mambo,tradicional,,500.0,251g_500g,8.698,43.49,
Café Torrado e Moído Tradicional 3 Corações 250g,3 Corações,25.98,Mambo,tradicional,,250.0,101g_250g,10.392,51.96,
Café Torrado e Moído Tradicional 3 Corações 500g,3 Corações,27.99,Mambo,tradicional,,500.0,251g_500g,5.598,27.99,
Café Torrado e Moído Tradicional Caboclo 500g,Caboclo,35.98,Mambo,tradicional,,500.0,251g_500g,7.196,35.98,
Café Torrado e Moído Tradicional Floresta 500g,Cafe Floresta,34.98,Mambo,tradicional,,500.0,251g_500g,6.996,34.98,
Café Torrado e Moído Tradicional Melitta 500g,Melitta,31.99,Mambo,tradicional,,500.0,251g_500g,6.398,31.99,
Café Torrado e Moído Tradicional Pilão 250g,Pilão,26.49,Mambo,tradicional,,250.0,101g_250g,10.596,52.98,
Café Torrado e Moído Tradicional Pilão 500g,Pilão,43.49,Mambo,tradicional,,500.0,251g_500g,8.698,43.49,
Cápsula de Café Turim Italle 50g com 10 Unidades,Italle,13.99,Mambo,capsula,10.0,50.0,ate_100g,27.98,139.9,1.399
Cápsula de Café Veneza Italle 50g com 10 Unidades,Italle,13.99,Mambo,capsula,10.0,50.0,ate_100g,27.98,139.9,1.399
Café Torrado e Moído Torra Escura Verona Starbucks 250g,Starbucks,48.98,Mambo,tradicional,,250.0,101g_250g,19.592,97.96,
Cápsula de Café Starbucks Caffè Verona by Nespresso Nescafé 55g com 10 Unidades,Nescafé,32.98,Mambo,capsula,10.0,55.0,ate_100g,59.9636,299.8182,3.298
Cappuccino Chocolate 3 Corações Pote 200g,3 Corações,23.98,Mambo,soluvel,,200.0,101g_250g,11.99,59.95,
Cappuccino Classic 3 Corações Pote 200g,3 Corações,23.98,Mambo,soluvel,,200.0,101g_250g,11.99,59.95,
Cappuccino Classic 3 Corações Pote 400g,3 Corações,32.99,Mambo,soluvel,,400.0,251g_500g,8.2475,41.2375,
Cápsula de Café Cappuccino Classic Tres 3 Corações 110g com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,110.0,101g_250g,16.3455,81.7273,1.798
Cápsula de Cappuccino Avelã 3 Corações 110g com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,110.0,101g_250g,16.3455,81.7273,1.798
Cappuccino Diet 3 Corações Pote 150g,3 Corações,21.99,Mambo,soluvel,,150.0,101g_250g,14.66,73.3,
Cápsula de Café Cappuccino Doce de Leite 3 Corações com 10 Unidades,Havanna,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Cappuccino Tradicional Melitta 200g,Melitta,16.99,Mambo,soluvel,,200.0,101g_250g,8.495,42.475,
Cappucino Sabor Chocolate 3 Corações Sachê 20g,3 Corações,3.79,Mambo,soluvel,,20.0,ate_100g,18.95,94.75,
Capuccino Tradicional Italle 75g 10 Cápsulas,Italle,18.99,Mambo,capsula,10.0,75.0,ate_100g,25.32,126.6,1.899
Café Torrado e Moído Gourmet Dark Roast 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Café Torrado e Moído Extra Forte União 500g,União,25.9,Mambo,tradicional,,500.0,251g_500g,5.18,25.9,
Café Torrado e Moído Tradicional União 500g,Camil,25.9,Mambo,tradicional,,500.0,251g_500g,5.18,25.9,
Café em Cápsula Torrado e Moído Espresso Ultimo L'or Caixa 52g 10 Unidades,L'OR,30.98,Mambo,capsula,10.0,52.0,ate_100g,59.5769,297.8846,3.098
Café Torrado e Moído Premium Bravo 500g,Bravo Café,29.9,Mambo,tradicional,,500.0,251g_500g,5.98,29.9,
Cápsula de Café Espresso Baunilha Flavours Collection L'or 52g com 10 Unidades,L'OR,30.98,Mambo,capsula,10.0,52.0,ate_100g,59.5769,297.8846,3.098
Cápsula de Café Espresso Caramelo Flavours Collection L'or 52g com 10 Unidades,L'OR,30.98,Mambo,capsula,10.0,52.0,ate_100g,59.5769,297.8846,3.098
Café Solúvel Espresso L'or 100g,L'OR,37.49,Mambo,soluvel,,100.0,ate_100g,37.49,187.45,
Café Torrado e Moído Delicado Torras Gourmet L'or 250g,Pilão,30.49,Mambo,tradicional,,250.0,101g_250g,12.196,60.98,
Café Solúvel Tradicional 3 Corações Vidro 100g,3 Corações,26.99,Mambo,soluvel,,100.0,ate_100g,26.99,134.95,
Café Torrado e Moído Intenso Torras Gourmet L'or 250g,L'OR,30.49,Mambo,tradicional,,250.0,101g_250g,12.196,60.98,
Café Torrado e Moído Equilibrado Torras Gourmet L'or 250g,L'OR,30.49,Mambo,tradicional,,250.0,101g_250g,12.196,60.98,
Café Solúvel em Pó Espresso L'or 40g,L'OR,11.98,Mambo,soluvel,,40.0,ate_100g,29.95,149.75,
Café Solúvel Cappuccino Chocolate Melitta 200g,Melitta,16.99,Mambo,soluvel,,200.0,101g_250g,8.495,42.475,
Café Torrado e Moído Tradicional Fort 500g,Fort,28.99,Mambo,tradicional,,500.0,251g_500g,5.798,28.99,
Cápsula de Café Soprano Bravo 50g com 10 Unidades,Bravo Café,23.98,Mambo,capsula,10.0,50.0,ate_100g,47.96,239.8,2.398
Café Torrado e Moído Extraforte Café Brasileiro 500g,Café Brasileiro,28.99,Mambo,tradicional,,500.0,251g_500g,5.798,28.99,
Café Solúvel com Leite Nescafé Lata 330g,Nestlé,28.49,Mambo,soluvel,,330.0,251g_500g,8.6333,43.1667,
Café em Grãos Orgânico Santa Monica 250g,Santa Mônica,55.98,Mambo,graos,,250.0,101g_250g,22.392,111.96,
Cápsula de Café Portinari Tres 3 Corações 80g com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,80.0,ate_100g,22.475,112.375,1.798
Cápsula de Café Notas Frutadas Portinari 3 Corações com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Café Torrado e Moído Portinari Café 1942 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Café Torrado e Moído Portinari Peneirando Café 1957 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Café Torrado e Moído Portinari Meninos Soltando Pipas 1947 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Café em Grãos Gourmet Expresso 3 Corações 1kg,3 Corações,119.9,Mambo,graos,,1000.0,501g_1kg,11.99,59.95,
Cápsula de Café Chocolate com Avelã Baggio 50g com 10 Unidades,Baggio,34.49,Mambo,capsula,10.0,50.0,ate_100g,68.98,344.9,3.449
Café Torrado e Moído Torra Média Bravo 250g,Bravo Café,22.99,Mambo,tradicional,,250.0,101g_250g,9.196,45.98,
Café Torrado e Moído Tenor Torra Média Bravo 500g,Bravo Café,39.9,Mambo,tradicional,,500.0,251g_500g,7.98,39.9,
Cápsula de Café Maestro Bravo 50g com 10 Unidades,Bravo Café,24.49,Mambo,capsula,10.0,50.0,ate_100g,48.98,244.9,2.449
Café Torrado e Moído Tradicional Brasileiro 500g,Brasileiro,28.99,Mambo,tradicional,,500.0,251g_500g,5.798,28.99,
Café Torrado e Moído Chocolate com Avelã Baggio Aromas 250g,Baggio,46.49,Mambo,tradicional,,250.0,101g_250g,18.596,92.98,
Cápsula de Café Ristretto Baggio 50g com 10 Unidades,Baggio,34.49,Mambo,capsula,10.0,50.0,ate_100g,68.98,344.9,3.449
Café Solúvel em Pó Intensidade 6 Nescafé Gold Espresso Lata 100g Café Solúvel em Pó Gold Espresso Suave Nescafé Lata 100g,Nescafé,43.98,Mambo,soluvel,,100.0,ate_100g,43.98,219.9,
Café Solúvel Gold Espresso Intensidade 8 Nescafé 100g,Nescafé,43.98,Mambo,soluvel,,100.0,ate_100g,43.98,219.9,
Café Solúvel Intensidade 9 Nescafé Gold Espresso Lata 100g Café Solúvel Gold Espresso Intenso Nescafé Lata 100g,Nescafé,43.98,Mambo,soluvel,,100.0,ate_100g,43.98,219.9,
Café Torrado e Moído Italiano Costa Rica Compagnia Dell Arabica Corsini 25Og,Caffè Corsini,64.98,Mambo,tradicional,,,sem_peso,,,
Café Torrado e Moído Italiano Índia Compagnia Dell Arabica Corsini 25Og,Caffè Corsini,68.98,Mambo,tradicional,,,sem_peso,,,
Café Torrado e Moído Italiano Colômbia Compagnia Dell Arabica Corsini 25Og,Caffè Corsini,65.98,Mambo,tradicional,,,sem_peso,,,
Café Torrado e Moído Italiano Kenya Compagnia Dell Arabica Corsini 25Og,Caffè Corsini,65.49,Mambo,tradicional,,,sem_peso,,,
Café Torrado e Moído Drip Classico Coffee++ 100g,Coffee ++,32.98,Mambo,sache_drip,,100.0,ate_100g,32.98,164.9,
Café Torrado e Moído Drip Arara Coffee++ 100g,Coffee ++,32.98,Mambo,sache_drip,,100.0,ate_100g,32.98,164.9,
Café Torrado e Moído Drip Chapada De Minas Coffee++ 100g,Coffee ++,32.98,Mambo,sache_drip,,100.0,ate_100g,32.98,164.9,
Cápsula de Café Clássico Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Cápsula de Café Arara Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Cápsula de Café Sul de Minas Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Cápsula de Café Cerrado Mineiro Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Cápsula de Café Chapada de Minas Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Café Torrado e Moído Arara Coffee++ 250g,Coffee ++,43.49,Mambo,tradicional,,250.0,101g_250g,17.396,86.98,
Café Torrado e Moído Clássico Coffee++ 250g,Coffee ++,43.49,Mambo,tradicional,,250.0,101g_250g,17.396,86.98,
Café Torrado e Moído Sul de Minas Coffee++ 250g,Coffee ++,43.49,Mambo,tradicional,,250.0,101g_250g,17.396,86.98,
Café Torrado e Moído Chapada de Minas Coffee++ 250g,Coffee ++,43.98,Mambo,tradicional,,250.0,101g_250g,17.592,87.96,
Café Torrado e Moído Torra Média House Blend Starbucks 250g,Starbucks,48.98,Mambo,tradicional,,250.0,101g_250g,19.592,97.96,
Café em Grãos Italiano Colombia Compagnia Dell Arabica Corsini 250g,Caffè Corsini,65.98,Mambo,graos,,250.0,101g_250g,26.392,131.96,
Café com Leite Solúvel 3 Corações Lata 300g,3 Corações,19.98,Mambo,soluvel,,300.0,251g_500g,6.66,33.3,
Cápsula de Café Caseiro Intenso Dolce Gusto & Nescafé 90g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,90.0,ate_100g,19.8889,99.4444,1.79
Cápsula de Café Espresso Intenso Dolce Gusto & Nescafé 80g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,80.0,ate_100g,22.375,111.875,1.79
Cápsula de Café Au Lait Dolce Gusto & Nescafé 100g com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,100.0,ate_100g,21.9,109.5,2.19
Cápsula de Café Lungo Dolce Gusto & Nescafé com 10 Unidades,Nescafé,29.98,Mambo,capsula,10.0,,sem_peso,,,2.998
"Cápsula de Café Latte Macchiato Dolce Gusto & Nescafé 112,5g com 10 Unidades",Nescafé,17.9,Mambo,capsula,10.0,112.5,101g_250g,15.9111,79.5556,1.79
Cápsula de Café Espresso Dolce Gusto & Nescafé 60g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,60.0,ate_100g,29.8333,149.1667,1.79
Cápsula de Café Matinal Dolce Gusto & Nescafé 80g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,80.0,ate_100g,22.375,111.875,1.79
Cápsula de Café Caseiro Dolce Gusto & Nescafé 80g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,80.0,ate_100g,22.375,111.875,1.79
Creme Brulee Italle Caps C10 75g,Italle,18.99,Mambo,outros,,75.0,ate_100g,25.32,126.6,
Cápsula de Café Especial Geisha Intensidade 7 Coffee++ 50g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,50.0,ate_100g,45.8,229.0,2.29
Café em Grãos Especial Geisha Coffee++ 250g,Coffee ++,44.99,Mambo,graos,,250.0,101g_250g,17.996,89.98,
Cápsula de Café Cerrado Mineiro 3 Corações com 10 Unidades,3 Corações,16.98,Mambo,capsula,10.0,,sem_peso,,,1.698
Cápsula de Café Intenso 3 Corações com 10 Unidades,3 Corações,16.98,Mambo,capsula,10.0,,sem_peso,,,1.698
Café Torrado e Moído Colina Juan Valdez 250g,Juan Valdez,53.98,Mambo,tradicional,,250.0,101g_250g,21.592,107.96,
Café Solúvel Liofilizado De Avelã Juan Valdez 95g,Juan Valdez,100.98,Mambo,soluvel,,95.0,ate_100g,106.2947,531.4737,
Café Solúvel Liofilizado Vanicanela Juan Valdez 95g,Juan Valdez,99.98,Mambo,soluvel,,95.0,ate_100g,105.2421,526.2105,
Café Liofilizado Clássico Juan Valdez 95g,Juan Valdez,103.98,Mambo,soluvel,,95.0,ate_100g,109.4526,547.2632,
Café Solúvel Liofilizado Chocolate Juan Valdez 95g,Juan Valdez,99.98,Mambo,soluvel,,95.0,ate_100g,105.2421,526.2105,
Cápsula de Café Cappuccino Doce de Leite Dolce Gusto & Nescafé 170g com 10 Unidades,Nescafé,33.98,Mambo,capsula,10.0,170.0,101g_250g,19.9882,99.9412,3.398
Cápsula de Café Frappê Dolce Gusto & Nescafé 135g com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,135.0,101g_250g,16.2222,81.1111,2.19
Cápsula de Café Cappuccino Dolce Gusto & Nescafé 117g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,117.0,101g_250g,15.2991,76.4957,1.79
Cápsula de Café Vanilla Dolce Gusto & Nescafé 110g com 10 Unidades,Nestlé,17.9,Mambo,capsula,10.0,110.0,101g_250g,16.2727,81.3636,1.79
Cápsula de Café Mochaccino Canela Dolce Gusto & Nescafé 172g com 10 Unidades,Nestlé,17.9,Mambo,capsula,10.0,172.0,101g_250g,10.407,52.0349,1.79
Café Solúvel Original Extra Forte Nescafé Sachê 40g,Nescafé,9.69,Mambo,soluvel,,40.0,ate_100g,24.225,121.125,
Café Solúvel Tradição Forte Nescafé Sachê 40g,Nescafé,9.69,Mambo,soluvel,,40.0,ate_100g,24.225,121.125,
Café Solúvel Cafeteria Pilão 40g,Pilão,12.98,Mambo,soluvel,,40.0,ate_100g,32.45,162.25,
Café Solúvel Liofilizado Classique L'or Sachê 40g,L'OR,11.98,Mambo,soluvel,,40.0,ate_100g,29.95,149.75,
Café Solúvel Intense Sachê L'Or 40g,L'OR,11.98,Mambo,soluvel,,40.0,ate_100g,29.95,149.75,
Café Solúvel Liofilizado Classique L'or Vidro 84g,L'OR,28.98,Mambo,soluvel,,84.0,ate_100g,34.5,172.5,
Café em Grãos Super Crema Coffee++ 1kg,Coffee ++,154.98,Mambo,graos,,1000.0,501g_1kg,15.498,77.49,
Cápsula de Café Super Crema Gãos Coffee++ 60g com 10 Unidades,Coffee ++,22.9,Mambo,capsula,10.0,60.0,ate_100g,38.1667,190.8333,2.29
Café em Grãos Arara Coffee++ 250g,Coffee ++,29.9,Mambo,graos,,250.0,101g_250g,11.96,59.8,
Café Solúvel Matinal Sachê Nescafé 40g,Nescafé,9.69,Mambo,soluvel,,40.0,ate_100g,24.225,121.125,
Cápsula de Café Avelã Dolce Gusto & Nescafé 170g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,170.0,101g_250g,10.5294,52.6471,1.79
Café em Grãos Cafeteria Pilão 500g,Pilão,88.98,Mambo,graos,,500.0,251g_500g,17.796,88.98,
Café Torrado e Moído Individual Tradicional Drip Coffee 3 Corações Sachê 10g,3 Corações,3.79,Mambo,sache_drip,,10.0,ate_100g,37.9,189.5,
Cápsula de Café Espresso Gourmet Dark Roast 3 Corações com 10 Unidades,3 Corações,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Café Solúvel Liofilizado 3 Corações Portinari Vidro 100g,3 Corações,27.99,Mambo,soluvel,,100.0,ate_100g,27.99,139.95,
Café Solúvel Cappuccino com Canela 3 Corações Sachê 20g,3 Corações,3.79,Mambo,soluvel,,20.0,ate_100g,18.95,94.75,
Café Solúvel Cappuccino de Baunilha 3 Corações Sachê 20g,3 Corações,3.79,Mambo,soluvel,,20.0,ate_100g,18.95,94.75,
Café Solúvel com Leite 3 Corações Sachê 20g,3 Corações,4.29,Mambo,soluvel,,20.0,ate_100g,21.45,107.25,
Café Solúvel Cappuccino Classic 3 Corações Sachê 20g,3 Corações,4.29,Mambo,soluvel,,20.0,ate_100g,21.45,107.25,
Cápsula de Café Extremo Pilão 52g com 10 Unidades,Pilão,25.49,Mambo,capsula,10.0,52.0,ate_100g,49.0192,245.0962,2.549
Café Solúvel Liofilizado Sul da Bahia L'or Vidro 84g,L'OR,28.49,Mambo,soluvel,,84.0,ate_100g,33.9167,169.5833,
Café Solúvel Cafeteria Pilão 70g,Pilão,30.98,Mambo,soluvel,,70.0,ate_100g,44.2571,221.2857,
Café Solúvel Liofilizado Montanhas Capixabas L'or Vidro 84g,L'OR,28.49,Mambo,soluvel,,84.0,ate_100g,33.9167,169.5833,
Café Solúvel Liofilizado Intense L'Or Vidro 84g,L'OR,28.98,Mambo,soluvel,,84.0,ate_100g,34.5,172.5,
Café Solúvel Pilão Sachê 40g,Pilão,10.98,Mambo,soluvel,,40.0,ate_100g,27.45,137.25,
Café Solúvel Intensidade 9 Nescafé Gold Sachê 40g,Nescafé,14.49,Mambo,soluvel,,40.0,ate_100g,36.225,181.125,
Café Solúvel Suave Gold Intensidade 6 Sachet Nescafé 40g,Nescafé,14.49,Mambo,soluvel,,40.0,ate_100g,36.225,181.125,
Cápsula de Achocolatado Nescau Nescafé & Dolce Gusto com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,,sem_peso,,,2.19
Café Solúvel Descafeinado Nescafé 40g,Nescafé,20.98,Mambo,soluvel,,40.0,ate_100g,52.45,262.25,
Café em Grãos Clássico Coffee++ 250g,Coffee ++,29.9,Mambo,graos,,250.0,101g_250g,11.96,59.8,
Café Torrado e Moído Intensidade Máxima Forza 3 Corações 250g,3 Corações,25.99,Mambo,tradicional,,250.0,101g_250g,10.396,51.98,
Café em Grãos Cerrado Mineiro Coffee++ 250g,Coffee ++,29.9,Mambo,graos,,250.0,101g_250g,11.96,59.8,
Café em Grãos Chapada de Minas Coffee++ 250g,Coffee ++,29.9,Mambo,graos,,250.0,101g_250g,11.96,59.8,
Café em Grãos Sul de Minas Coffee++ 250g,Coffee ++,29.9,Mambo,graos,,250.0,101g_250g,11.96,59.8,
Café Torrado e Moído Cerrado Mineiro Coffee++ 250g,Coffee ++,43.49,Mambo,tradicional,,250.0,101g_250g,17.396,86.98,
Café Torrado e Moído Gourmet Torra Italiana Santa Monica 500g,Santa Monica,57.49,Mambo,tradicional,,500.0,251g_500g,11.498,57.49,
Cappuccino Clássico Santa Monica 200g,Santa Monica,33.49,Mambo,soluvel,,200.0,101g_250g,16.745,83.725,
Cappuccino Lovers Cookies 'n' Cream 3 Corações Pote 200g,3 Corações,23.98,Mambo,soluvel,,200.0,101g_250g,11.99,59.95,
Café Torrado e Moído Italiano a Vácuo Cafeteria Pilão 500g,Pilão,47.98,Mambo,tradicional,,500.0,251g_500g,9.596,47.98,
Capuccino 3 Corações Caramelo 200g,3 Corações,23.98,Mambo,outros,,200.0,101g_250g,11.99,59.95,
Café Torrado e Moído Intenso Especial Orfeu 250g,Orfeu,42.49,Mambo,tradicional,,250.0,101g_250g,16.996,84.98,
